scheme,d,rep,verify_us
rechain,96,12,8951.38
rechain,96,13,6400.47
rechain,96,14,7697.65
rechain,96,15,6122.80
rechain,96,16,10465.65
rechain,96,17,7088.32
rechain,96,18,8170.99
rechain,96,19,6889.61
rechain,96,20,8799.83
rechain,96,21,7499.21
rechain,96,22,7568.13
rechain,96,23,8298.64
rechain,96,24,10121.73
rechain,96,25,7156.04
rechain,96,26,7195.23
rechain,96,27,7198.04
rechain,96,28,11956.82
rechain,96,29,8974.32
rechain,96,30,8075.02
rechain,96,31,9556.26
rechain,96,32,9817.10
rechain,96,33,10070.70
rechain,96,34,7073.55
rechain,96,35,6719.86
rechain,96,36,8775.21
rechain,96,37,7047.51
rechain,96,38,13016.51
rechain,96,39,8653.76
rechain,96,40,9903.46
rechain,96,41,8935.93
rechain,96,42,15453.62
rechain,96,43,15716.27
rechain,96,44,14564.48
rechain,96,45,7367.98
rechain,96,46,5465.19
rechain,96,47,5660.19
rechain,96,48,5774.46
rechain,96,49,7818.20
rechain,96,50,5855.62
rechain,96,51,11589.53
rechain,96,52,7016.55
rechain,96,53,7167.17
rechain,96,54,5980.27
rechain,96,55,6762.25
rechain,96,56,10349.39
rechain,96,57,7692.42
rechain,96,58,6437.04
rechain,96,59,7963.63
rechain,96,60,8634.60
rechain,96,61,8135.33
rechain,96,62,7777.97
rechain,96,63,7160.39
rechain,96,64,7450.70
rechain,96,65,6976.78
rechain,96,66,7251.56
rechain,96,67,7115.93
rechain,96,68,7921.88
rechain,96,69,5752.03
rechain,96,70,6466.76
rechain,96,71,5939.06
rechain,96,72,5634.74
rechain,96,73,5745.73
rechain,96,74,5742.80
rechain,96,75,5986.35
rechain,96,76,5909.76
rechain,96,77,5709.35
rechain,96,78,5298.61
rechain,96,79,8730.83
rechain,96,80,6046.81
rechain,96,81,7336.76
rechain,96,82,8659.96
rechain,96,83,10030.04
rechain,96,84,7503.14
rechain,96,85,7596.55
rechain,96,86,6986.00
rechain,96,87,6731.12
rechain,96,88,9341.74
rechain,96,89,6973.54
rechain,96,90,7647.42
rechain,96,91,6508.76
rechain,96,92,8071.43
rechain,96,93,6845.51
rechain,96,94,13787.48
rechain,96,95,7253.47
rechain,96,96,6595.54
rechain,96,97,7929.56
rechain,96,98,6957.36
rechain,96,99,7340.13
rechain,128,0,10675.47
rechain,128,1,12774.15
rechain,128,2,8922.09
rechain,128,3,11865.38
rechain,128,4,11559.54
rechain,128,5,13645.45
rechain,128,6,10868.83
rechain,128,7,17309.71
rechain,128,8,17408.36
rechain,128,9,11157.53
rechain,128,10,11634.74
rechain,128,11,12789.35
rechain,128,12,16787.96
rechain,128,13,12956.96
rechain,128,14,12571.37
rechain,128,15,17185.17
rechain,128,16,12075.21
rechain,128,17,13809.02
rechain,128,18,19691.21
rechain,128,19,13735.91
rechain,128,20,14362.59
rechain,128,21,11969.92
rechain,128,22,11606.85
rechain,128,23,10572.13
rechain,128,24,10718.80
rechain,128,25,8840.59
rechain,128,26,9974.28
rechain,128,27,9409.58
rechain,128,28,11720.70
rechain,128,29,14185.69
rechain,128,30,9227.90
rechain,128,31,10688.43
rechain,128,32,12423.26
rechain,128,33,15436.60
rechain,128,34,14889.81
rechain,128,35,10345.26
rechain,128,36,11520.17
rechain,128,37,10779.37
rechain,128,38,9021.30
rechain,128,39,12297.18
rechain,128,40,16357.95
rechain,128,41,13315.52
rechain,128,42,16008.00
rechain,128,43,14113.60
rechain,128,44,14190.53
rechain,128,45,9035.54
rechain,128,46,12873.02
rechain,128,47,7761.25
rechain,128,48,9897.58
rechain,128,49,14313.59
rechain,128,50,12745.06
rechain,128,51,9571.18
rechain,128,52,11359.60
rechain,128,53,10819.73
rechain,128,54,12219.62
rechain,128,55,10258.55
rechain,128,56,9966.31
rechain,128,57,8987.31
rechain,128,58,13549.37
rechain,128,59,9190.39
rechain,128,60,7429.86
rechain,128,61,6969.66
rechain,128,62,10414.25
rechain,128,63,9698.79
rechain,128,64,10523.04
rechain,128,65,10889.07
rechain,128,66,9467.16
rechain,128,67,8813.83
rechain,128,68,8548.35
rechain,128,69,8902.96
rechain,128,70,9243.11
rechain,128,71,12550.87
rechain,128,72,9647.90
rechain,128,73,9543.64
rechain,128,74,11851.14
rechain,128,75,14731.84
rechain,128,76,11822.29
rechain,128,77,12208.79
rechain,128,78,9283.07
rechain,128,79,8547.31
rechain,128,80,9218.33
rechain,128,81,8770.35
rechain,128,82,9551.17
rechain,128,83,12209.15
rechain,128,84,13486.84
rechain,128,85,14540.34
rechain,128,86,9936.11
rechain,128,87,9609.38
rechain,128,88,14477.01
rechain,128,89,11143.25
rechain,128,90,11186.96
rechain,128,91,14464.90
rechain,128,92,12884.13
rechain,128,93,11083.00
rechain,128,94,11772.41
rechain,128,95,12053.04
rechain,128,96,8811.84
rechain,128,97,17247.03
rechain,128,98,13547.52
rechain,128,99,11793.05
evmldsa,0,0,100.80
evmldsa,0,1,120.13
evmldsa,0,2,69.25
evmldsa,0,3,135.68
evmldsa,0,4,84.82
evmldsa,0,5,51.60
evmldsa,0,6,50.68
evmldsa,0,7,82.48
evmldsa,0,8,67.41
evmldsa,0,9,90.53
evmldsa,0,10,175.79
evmldsa,0,11,137.08
evmldsa,0,12,96.52
evmldsa,0,13,956.75
evmldsa,0,14,60.05
evmldsa,0,15,58.85
evmldsa,0,16,60.01
evmldsa,0,17,57.29
evmldsa,0,18,92.37
evmldsa,0,19,578.35
evmldsa,0,20,180.41
evmldsa,0,21,90.15
evmldsa,0,22,62.81
evmldsa,0,23,72.21
evmldsa,0,24,160.94
evmldsa,0,25,100.68
evmldsa,0,26,83.96
evmldsa,0,27,69.71
evmldsa,0,28,60.01
evmldsa,0,29,69.10
evmldsa,0,30,171.93
evmldsa,0,31,59.71
evmldsa,0,32,58.39
evmldsa,0,33,57.91
evmldsa,0,34,100.76
evmldsa,0,35,74.22
evmldsa,0,36,126.50
evmldsa,0,37,79.07
evmldsa,0,38,128.56
evmldsa,0,39,1493.59
evmldsa,0,40,119.54
evmldsa,0,41,56.28
evmldsa,0,42,54.38
evmldsa,0,43,54.87
evmldsa,0,44,55.51
evmldsa,0,45,55.24
evmldsa,0,46,59.01
evmldsa,0,47,59.03
evmldsa,0,48,58.20
evmldsa,0,49,57.38
evmldsa,0,50,57.32
evmldsa,0,51,66.51
evmldsa,0,52,58.39
evmldsa,0,53,64.50
evmldsa,0,54,65.10
evmldsa,0,55,64.22
evmldsa,0,56,65.71
evmldsa,0,57,65.59
evmldsa,0,58,68.77
evmldsa,0,59,68.12
evmldsa,0,60,69.04
evmldsa,0,61,76.46
evmldsa,0,62,69.87
evmldsa,0,63,70.77
evmldsa,0,64,72.64
evmldsa,0,65,77.28
evmldsa,0,66,84.86
evmldsa,0,67,83.71
evmldsa,0,68,72.29
evmldsa,0,69,75.45
evmldsa,0,70,83.05
evmldsa,0,71,84.53
evmldsa,0,72,79.03
evmldsa,0,73,78.68
evmldsa,0,74,80.74
evmldsa,0,75,82.87
evmldsa,0,76,84.14
evmldsa,0,77,81.74
evmldsa,0,78,80.79
evmldsa,0,79,85.77
evmldsa,0,80,93.26
evmldsa,0,81,90.08
evmldsa,0,82,88.91
evmldsa,0,83,95.84
evmldsa,0,84,89.43
evmldsa,0,85,89.25
evmldsa,0,86,91.54
evmldsa,0,87,93.24
evmldsa,0,88,96.09
evmldsa,0,89,111.72
evmldsa,0,90,98.11
evmldsa,0,91,99.16
evmldsa,0,92,95.55
evmldsa,0,93,94.90
evmldsa,0,94,104.03
evmldsa,0,95,109.91
evmldsa,0,96,103.36
evmldsa,0,97,98.20
evmldsa,0,98,94.91
evmldsa,0,99,95.63
evmldsa,0,100,100.48
evmldsa,0,101,101.88
evmldsa,0,102,96.74
evmldsa,0,103,94.96
evmldsa,0,104,99.12
evmldsa,0,105,106.21
evmldsa,0,106,101.19
evmldsa,0,107,113.69
evmldsa,0,108,367.27
evmldsa,0,109,885.74
evmldsa,0,110,138.81
evmldsa,0,111,52.11
evmldsa,0,112,106.10
evmldsa,0,113,86.28
evmldsa,0,114,51.26
evmldsa,0,115,74.00
evmldsa,0,116,206.71
evmldsa,0,117,54.69
evmldsa,0,118,52.67
evmldsa,0,119,53.27
evmldsa,0,120,55.68
evmldsa,0,121,55.87
evmldsa,0,122,57.27
evmldsa,0,123,59.14
evmldsa,0,124,58.07
evmldsa,0,125,58.14
evmldsa,0,126,59.06
evmldsa,0,127,78.74
evmldsa,0,128,75.92
evmldsa,0,129,108.04
evmldsa,0,130,56.81
evmldsa,0,131,66.65
evmldsa,0,132,62.98
evmldsa,0,133,63.62
evmldsa,0,134,63.51
evmldsa,0,135,79.88
evmldsa,0,136,73.18
evmldsa,0,137,80.66
evmldsa,0,138,52.35
evmldsa,0,139,51.85
evmldsa,0,140,159.72
evmldsa,0,141,222.18
evmldsa,0,142,125.89
evmldsa,0,143,66.86
evmldsa,0,144,83.76
evmldsa,0,145,67.18
evmldsa,0,146,66.97
evmldsa,0,147,68.28
evmldsa,0,148,893.38
evmldsa,0,149,197.96
evmldsa,0,150,210.26
evmldsa,0,151,86.80
evmldsa,0,152,215.54
evmldsa,0,153,110.36
evmldsa,0,154,164.30
evmldsa,0,155,84.61
evmldsa,0,156,110.43
evmldsa,0,157,88.18
evmldsa,0,158,81.80
evmldsa,0,159,70.62
evmldsa,0,160,70.80
evmldsa,0,161,73.14
evmldsa,0,162,70.79
evmldsa,0,163,70.42
evmldsa,0,164,70.29
evmldsa,0,165,72.77
evmldsa,0,166,70.49
evmldsa,0,167,71.12
evmldsa,0,168,94.55
evmldsa,0,169,98.07
evmldsa,0,170,75.98
evmldsa,0,171,76.07
evmldsa,0,172,76.03
evmldsa,0,173,76.01
evmldsa,0,174,83.56
evmldsa,0,175,73.81
evmldsa,0,176,74.23
evmldsa,0,177,112.79
evmldsa,0,178,73.93
evmldsa,0,179,204.08
evmldsa,0,180,353.53
evmldsa,0,181,152.29
evmldsa,0,182,254.40
evmldsa,0,183,74.00
evmldsa,0,184,51.00
evmldsa,0,185,84.24
evmldsa,0,186,80.02
evmldsa,0,187,47.58
evmldsa,0,188,75.91
evmldsa,0,189,53.53
evmldsa,0,190,226.30
evmldsa,0,191,59.02
evmldsa,0,192,59.61
evmldsa,0,193,57.29
evmldsa,0,194,57.05
evmldsa,0,195,56.85
evmldsa,0,196,56.72
evmldsa,0,197,57.28
evmldsa,0,198,57.96
evmldsa,0,199,66.27
evmldsa,0,200,55.89
evmldsa,0,201,57.16
evmldsa,0,202,58.36
evmldsa,0,203,75.97
evmldsa,0,204,58.86
evmldsa,0,205,59.46
evmldsa,0,206,61.61
evmldsa,0,207,62.73
evmldsa,0,208,67.90
evmldsa,0,209,64.76
evmldsa,0,210,64.53
evmldsa,0,211,64.55
evmldsa,0,212,64.47
evmldsa,0,213,66.88
evmldsa,0,214,67.58
evmldsa,0,215,67.24
evmldsa,0,216,89.34
evmldsa,0,217,69.81
evmldsa,0,218,70.82
evmldsa,0,219,73.63
evmldsa,0,220,89.35
evmldsa,0,221,75.43
evmldsa,0,222,75.88
evmldsa,0,223,78.02
evmldsa,0,224,94.19
evmldsa,0,225,90.92
evmldsa,0,226,76.97
evmldsa,0,227,75.72
evmldsa,0,228,95.08
evmldsa,0,229,76.39
evmldsa,0,230,77.02
evmldsa,0,231,77.32
evmldsa,0,232,77.35
evmldsa,0,233,78.07
evmldsa,0,234,80.64
evmldsa,0,235,88.26
evmldsa,0,236,80.46
evmldsa,0,237,80.04
evmldsa,0,238,77.18
evmldsa,0,239,93.69
evmldsa,0,240,76.05
evmldsa,0,241,83.71
evmldsa,0,242,83.98
evmldsa,0,243,83.53
evmldsa,0,244,83.53
evmldsa,0,245,84.16
evmldsa,0,246,88.69
evmldsa,0,247,97.28
evmldsa,0,248,84.51
evmldsa,0,249,83.60
evmldsa,0,250,86.02
evmldsa,0,251,85.69
evmldsa,0,252,81.88
evmldsa,0,253,79.17
evmldsa,0,254,82.01
evmldsa,0,255,87.58
evmldsa,0,256,89.51
evmldsa,0,257,88.61
evmldsa,0,258,87.97
evmldsa,0,259,85.32
evmldsa,0,260,102.44
evmldsa,0,261,82.64
evmldsa,0,262,81.85
evmldsa,0,263,84.42
evmldsa,0,264,90.52
evmldsa,0,265,90.31
evmldsa,0,266,84.40
evmldsa,0,267,87.77
evmldsa,0,268,94.19
evmldsa,0,269,84.38
evmldsa,0,270,123.95
evmldsa,0,271,90.48
evmldsa,0,272,86.28
evmldsa,0,273,548.26
evmldsa,0,274,66.04
evmldsa,0,275,93.64
evmldsa,0,276,70.00
evmldsa,0,277,54.58
evmldsa,0,278,54.39
evmldsa,0,279,75.61
evmldsa,0,280,58.80
evmldsa,0,281,57.03
evmldsa,0,282,56.99
evmldsa,0,283,57.05
evmldsa,0,284,57.22
evmldsa,0,285,57.76
evmldsa,0,286,57.07
evmldsa,0,287,57.78
evmldsa,0,288,56.95
evmldsa,0,289,56.48
evmldsa,0,290,55.65
evmldsa,0,291,56.21
evmldsa,0,292,57.73
evmldsa,0,293,67.50
evmldsa,0,294,55.86
evmldsa,0,295,56.85
evmldsa,0,296,56.64
evmldsa,0,297,58.66
evmldsa,0,298,57.76
evmldsa,0,299,59.50
